ResponseId,Q2_1,Q3,Q4_1,Q4_2,Q4_3,Q4_4,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q6_1,Q6_2,Q7_1,Q7_2,Q7_3,Q7_4,Q8_1,Q8_2,Q4_3,Q8_4,Q9_1,Q9_2,Q9_3,Q9_4,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_8_TEXT,Q11_1,Q11_2,Q11_3,Q12_2,Q12_2,Q12_3,Q13_1,Q13_2,Q13_3,Q13_4,Q14_1,Q14_2,Q14_3,Q14_4,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q16_9,Q16_10,Q17,Q18,Q19
R_2PzZut6hmUrtF5d,Folsom State Prisonﾊ(FSP),36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,1,NA,,0,1,1,0,4,0,1,2,3,3,0,0,0,0,0,0,0,1,0,1,0,"Always, or almost always",Never,Never,Never,Never,Never,Sometimes,"Always, or almost always",Sometimes,"Facility 'A' here at Folsom State prison building 3, there is no heat and it's been extremely cold, got to sleep at night with 2 blankets plus sheet with my beanie and also a custom made beanie for my neck. The beanie is cut at the top and pulled down to my neck like a scarf, keeps me warm, also got to have a sweater and sweat pants on with long socks. It's freezing in here, only block with no heat :(","Fortunately, the PC1170 (SB1393) on the 5 year enhancements came through for me, getting out 6 years early. On Feb 16 2023, I'm getting released to the amity program for 1 year, which is way better than doing 6 more years in here. I started my first term here in 1986 and I've been to 15 different prisons in these past 7 terms which I'm not proud of but I do need someone to help me write a book of my life and experiences throughout the years of my incarcerations, any suggestions. I want to thank you all for your attention and help with paperwork and Xmas cards every Christmas. Sorry so sloppy, in a rush lol","In response to the team member 'Maura, Aishah, Guadalupe, Eric and Abhilasha' - Your name caught my attention, can you please write me. (He did not leave his name or contact)
 
 Q. 12 - Stated that the prison has lost electricity more than 10 times. 
 Q.13 - You had increased access to water - 'In cell'. You used water from your cell toilet to cool down - ' Wet towel all day...'"
R_0TVQqXaDonzSqVH,San Quentin State Prisonﾊ(SQ),60,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,heart failure,1,1,1,0,3,2,3,0,2,2,0,0,0,0,0,0,0,1,0,0,1,"Always, or almost always",Never,Never,Never,Never,Never,Never,"Always, or almost always",Never,"Solano- fire outside of the prison, heavy smoke. Staff left the prison, inmates left in cells. Pleasant Valley state prison- heavy rain. Walls leak, calls and tiers filling up with water. Water destroys all fires and case work. No accountability.",My life has been placed in danger during 28 years of incarceration exposed to valley fever and covid-19. Medical should be present inmates that are chronic care to review board for sentencing relief for lifelong medical condition as a result of incarceration.,
R_cx8hKXOIWJfuWIh,Folsom State Prisonﾊ(FSP),20,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,1,1,1,0,4,0,1,0,1,1,0,0,0,0,0,1,0,1,NA,1,1,"Always, or almost always",Sometimes,Never,Never,Never,Never,Never,"Always, or almost always",Never,"In 202 while at OUI the wildfires were so bad that they didn't run the yard at all, you couldn't see and it was difficult to breath because of the smoke",Did not answer,
R_3rYvjDN3IAHL6C2,Folsom State Prisonﾊ(FSP),18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,Bd circulation of blood in hand and feet.,0,1,1,0,4,4,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,"Always, or almost always",Never,Never,Sometimes,Never,Never,Never,"Always, or almost always",Never,From 1998 to 2023 I've been to 12 California CDCR prisons and none of them had the above plans of protections.,No.,Your mailing envelope was too small'
R_1q9vasrWR0eaJ4i,San Quentin State Prisonﾊ(SQ),103,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,,0,1,1,0,4,0,1,1,1,1,0,0,0,0,0,1,NA,1,0,NA,0,"Always, or almost always",Never,Never,Never,Sometimes,Never,Never,"Always, or almost always",Never,"At RJD in Donavan it was extremely hot! They had us all come outside, the entire yard, then later that night the power went out all night it was so hot ""they"" cracked the doors open and opened the building doors to let air in. They never brought us anything. No cold water, ice. At this current facility (san quentin), during power outages, it can be extremely difficult for the hygiene prospective. The toilets are on a timer so you can't flush, then there is no air circulation so with no power if gets stuffy fast as the heat rises",,
R_1DOlaDljKkADJJh,Folsom State Prisonﾊ(FSP),60,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,,0,1,1,0,3,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,"Always, or almost always",Never,Never,Never,Sometimes,Never,Never,"Always, or almost always",Never,"Please do not mention my name to this prison, for fear of retaliation or being transferred.",,
R_3plq0RlV2M49JXk,San Quentin State Prisonﾊ(SQ),17,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,,0,1,1,0,4,0,3,3,3,3,0,0,0,0,0,0,1,1,0,1,0,"Always, or almost always",Never,Never,Never,Never,Never,Never,"Always, or almost always",Never,"Very few prisons have air conditioning and if you don't have a fan that you purchased from the packaged company, it can be unbearable","Air conditions in the prison system, access to ice, access to a cooling center/space",
R_u2j5Z3WRC81YxZ7,Folsom State Prisonﾊ(FSP),12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,,1,1,1,0,4,0,1,2,3,3,0,0,0,0,0,1,0,1,1,1,1,"Always, or almost always",Never,Never,Never,Never,Never,Never,"Always, or almost always",Never,Not only have I experienced wildfires here but also in North Kern State prison as well. The only protocol that I've noticed to be taken during these emergencies besides giving us KN-95 masks is that our outside time is suspended to keep inmates from being exposed to the smoke,"I have plenty of recommendations but it's useless because the staff aren't going to follow anything implemented, nor is anyone from the outside going to come in here and check to make sure it's being fulfilled either.",
R_x9i8uDuz0rSaEUx,San Quentin State Prisonﾊ(SQ),13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,0,1,0,1,3,1,0,2,0,2,0,0,1,1,0,0,0,0,0,1,0,"Always, or almost always",Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,,,
R_V3AQ5VlkvjgYNlD,Folsom State Prisonﾊ(FSP),55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,1,4,2,3,3,2,3,0,0,1,1,0,1,0,1,1,1,1,"Always, or almost always",Sometimes,Sometimes,Never,Sometimes,Never,"Always, or almost always","Always, or almost always","Always, or almost always","I don't know if the Prison has a plan for a fire or flood, but if it does it would be nice if they let us know and let us know what our part in it is.",Just that there is an emergency plan for us and what our part in it is.,
R_3JfQlqt3v7lsYrT,San Quentin State Prisonﾊ(SQ),10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,0,1,1,1,4,0,3,3,3,3,0,0,1,1,0,0,1,1,0,0,0,"Always, or almost always",Never,Never,Sometimes,Sometimes,Never,"Always, or almost always","Always, or almost always",Never,,Training,
R_1Iintb4xX6go2za,San Quentin State Prisonﾊ(SQ),80,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,0,,1,1,1,0,4,0,3,3,1,1,0,0,0,0,0,0,0,1,0,1,0,"Always, or almost always",Never,Never,Never,Never,Never,Never,"Always, or almost always",Never,San Quentin is only about money,Taking part in human care,
R_RKzXv6mD6Yk5pHr,San Quentin State Prisonﾊ(SQ),126,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,1,1,1,1,1,asthma,0,1,1,0,4,0,1,1,1,2,0,0,0,0,0,1,0,1,1,1,1,"Always, or almost always",Never,Never,Never,Never,Never,Never,"Always, or almost always",Never,San Quentin- Recent wildfires that got close to the prison agitated my respiratory system immensely,Come up with a better plan for prisoners,
R_22WZEOr7Ey2iN7m,Folsom State Prisonﾊ(FSP),145,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,,0,1,NA,0,3,0,3,3,3,3,0,0,1,1,0,0,NA,1,1,1,NA,"Always, or almost always",Never,Never,Never,Never,Never,Never,"Always, or almost always",Never,"I've made complaints bout the broken windows that allow rain, cold and heat in our cells on the 5th tier for at least 2 and a half years. My requests are still not answered, I'm literally looking at 3 missing windows that are just directly in front of my cell. They threaten us with disciplinary action when we put up sheets to block the elements due to broken windows, I've made noise about if before and I'm not ???","Ask for a tour of the building at Folsom State prison. Also go on record and ask if there are notifications in the building about asbestos exposure and follow up and ask 'do your ceilings leak on inmates during summer and winter. I keep all medical complaints and records. Contact me, I have proof.","Q3. Hav you ever participated in n evacuation drill - on tower, yard vocation, not general population. 
 Q4. d. - the windows are broken. 
 
 Folsom, like San Quentin has old bars on the cells that have to be manually opened and closed. No automatic system. A correction officer told me 'you guys will be shit out luck if fire happened because I'm not pulling you guys out, I'm gone'
 
 Q9. The staff will leave the facility for their own safety - A police officer was serious when he said, I believe him, he's human 
 
 Q11. c- no A/C
 d - 'buy clothes' referring to buying clothes to be in a warm place. 
 
 Q13. You used a fan that you bought - 'People with no money are out of luck'"
R_OMO25lms0aq0GmB,San Quentin State Prisonﾊ(SQ),96,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,NA,,0,1,1,0,4,0,3,2,2,2,0,0,0,0,0,0,0,1,0,0,1,"Always, or almost always",Never,Never,Never,Never,Never,Sometimes,"Always, or almost always",Never,"I experienced extreme heat at Kern Valley State Prison in 2005 and 2006 with a lack of ventilation. The temperature was over 100 degrees for over 30 straight days. The prison only had ""swamp coolers"" which only moved around some hot air, but even those failed. The ""swamp coolers"" malfunctioned and were not repaired. We organized a hunger strike after those 30 days because of how debilitating the extreme heat was in the cells. On the second day the prison administration agreed to meet our request that the ""swamp coolers"" be repaired and they were repaired the next day. Even then the heat was barly bearable.","Recognize and TRULY ADDRESS the CDCR's lack of preparedness for ANY type of emergency (see CDCR's reactions for covid, legionners disease, norovirus, valley fever, flu, etc.) along with their UNWILLINGNESS to implement or follow any kind of comment sense emergency response plan. To change the dynamics, a public campaign is necessary to share this institution into an obligation to change. One important narrative is the impact of causing harm to those who cause harm, yet need support for rehabilitation and not more trauma","5) ""On the contrary, I've been kept inside"""
R_3KqEY7uRQHQ0Ie9,Folsom State Prisonﾊ(FSP),144,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,NA,0,0,,1,1,1,0,4,0,3,3,3,3,0,0,0,0,0,1,0,1,0,0,0,"Always, or almost always",Sometimes,Never,Never,Never,Never,"Always, or almost always","Always, or almost always",Never,"Every prison i've been to does not have emergency training for officers to help inmates when these emergencies happen. Example - i go to yard in ironwood, it's super hot and I get dizzy, I ask to go inside the building, the officer will not let me in. this happens everywhere i've been to. CCC, FSP, Old Folsom, Lancaster, ironwood, Solano, Mule, Creek, Corcoran","The prison need to train it's medical, officers and staff on climate change. emergencies happen in every season, cold, hot and raining season don't happen usually, but are happening every month now,","Q6 - Contaminated water.
 Q12 - Staff given additional blankets - 'not enough' 
 Q12 - have you been given N95 masks - 'only since covid 19'"
R_2xPhNjbNX0vc8ip,San Quentin State Prisonﾊ(SQ),32 plus years,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,NA,1,1,1,"Always, or almost always",Never,Never,Never,Never,Never,Never,"Always, or almost always",Never,,,
R_23aFwfv5eZItE7t,Folsom State Prisonﾊ(FSP),24,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,,0,0,NA,0,0,2,2,1,2,1,0,0,0,0,0,0,0,1,1,1,0,"Always, or almost always",Never,Sometimes,Sometimes,Never,Never,Did not answer,"Always, or almost always",Never,"It depends on which building you are in whether you have A/C or heat that works or is turned on.
 
 FSP",There is no shade on any yard I have been to in any prison.,
R_2PpqCaVVwkCQMj0,San Quentin State Prisonﾊ(SQ),60,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1,NA,0,1,1,0,NA,0,,0,1,1,0,4,0,2,3,3,3,0,0,0,0,0,1,0,1,0,1,0,"Always, or almost always",Never,Never,Never,Sometimes,Never,Never,"Always, or almost always",Never,"Only in SQSP, first time in prison. Every emergency was as incarcerated individuals experienced here we are locked down and locked in cells. Honestly I feel there is no protocol for emergencies and the incarcerated population will be left to allow the elements to take our lives. The cells are outdated and an officer having to go from tier 1 to tier 5 I don't see that happening!","We need emergency protocols and procedures to be in place and brought to CDCR's attention that, if we don't have a plan, people will die. A think tank or brainstorming needs to be done to come up with ways","12) had to ask for blankets, mostly no"
R_1jJ8uIrTB7wgnnL,San Quentin State Prisonﾊ(SQ),36,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,,0,1,1,1,4,1,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,"Always, or almost always",Never,Never,Never,Never,Never,Sometimes,"Always, or almost always",Never,"Here in san quentin, we have been experiencing extreme heat in the summer time. Sometimes the heat may last for weeks at a time. And to make things worse, the staff don't let us get ice from the kitchen or turn the air conditioning on","My recommendation for the CDCR is to be more human to us. I am being punished already by losing my freedom, why do they want to punish me in other ways",
R_2CKaMSolCafKPxp,San Quentin State Prisonﾊ(SQ),15,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,2,0,2,0,0,0,0,3,3,3,3,0,0,1,1,NA,1,0,"Always, or almost always",Never,Never,Sometimes,Never,Don't Know,Never,Sometimes,Don't Know,"You need to conduct interviews before devising a survey. Many of your questions are not going to yield good data. For intake you ask a lot of questions about ""access."" Access to fans, showers, ac rooms. But access is always dependent on normal protocol, which we often don't have. Also you don't need a survey to get this data. Yes there's large fans in the dayroom but they don't always run and we don't always have dayroom. Also we don't want to practice fire drills that's just another day we won't have program",Do interviews at least 25 at each prison you want to do surveys at. Please don't push for policy changes without a better understanding of our prison lives.,
R_3KwQuaANayesQtO,"California State Prison, Sacramentoﾊ(SAC)",Several years',0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,,1,1,1,0,4,0,3,3,3,3,0,0,0,0,0,0,0,1,0,1,0,"Always, or almost always",Never,Never,Never,Never,Never,Never,"Always, or almost always",Never,"In almost 15 years, CDCR has quit overhauling the cooling/heating system. They quit cleaning vents and ducts. They have never had any drills and due to being max custody and most inmates having violent crimes, CDCR makes it known that level 4 inmates in a 180 degrees design prison. And the inmates in what remains of death row we'll be sacrificed/killed before being allowed into a position where they may be freed.","To use common sense, which is a HUGE undertaking for CDCR. In wintertime turn the heat on. If it's summertime, turn the AC on. Start practicing monthly maintenance of the prisons cooling and heating systems. Start painting and cleaning alarm bells, day-rooms, then inmates would start feeling better about their surroundings. Assist in the up-keeping of it. But CDCR is so cheap, they refuse to hire painters, plumbers, electricians, maintenance workers. That's why the prisons are falling apart. I just went 2 weeks without all lights.","Name included 
 Matthee Caleb Bullngton
 E67557
 
 Q7. They keep the cells ice cold in winter and heater on in the summer."
